,index,epoch,r@1,r@2,r@4,r@8,NMI,lr,scl_x,scl_p
0,0,0,0.42935113949775006,0.5195819422267383,0.6133546233125272,0.7024822180287414,0.2794347328905752,1,1.0,1.0
0,0,1,0.3930904340252577,0.4865147336333285,0.5862098998403251,0.6798664537668747,0.2618946071439379,1,1.0,1.0
0,0,2,0.3799100014515895,0.4661344171868196,0.56513282043838,0.661837712294963,0.2566277596465861,1,1.0,1.0
0,0,3,0.3625489911453041,0.4544636376832632,0.5520685150239513,0.6509217593264625,0.24126118229297544,1,1.0,1.0
0,0,4,0.36339091304978954,0.45553781390622733,0.5581071273043983,0.6567571490782407,0.24508610947034024,1,1.0,1.0
0,0,5,0.36222964145739583,0.4502540281608361,0.5483814777181013,0.6471185948613732,0.2416169017217908,1,1.0,1.0
0,0,6,0.36019741617070694,0.45283785745391203,0.5499782261576426,0.6500508056321672,0.2509366755720703,1,1.0,1.0
0,0,7,0.3525910872405284,0.4413412686892147,0.5425170561765132,0.6414573958484541,0.24277298587374746,1,1.0,1.0
0,0,8,0.35630715633618815,0.44314123965742486,0.5409493395267818,0.6395703295108144,0.2439383335415172,1,1.0,1.0
0,0,9,0.3426622151255625,0.4307156336188126,0.5284947016983597,0.6311220786761503,0.23655759845019905,1,1.0,1.0
0,0,10,0.34858470024677024,0.4374510088546959,0.5376977790680796,0.6381187400203222,0.24460490191682682,1,1.0,1.0
0,0,11,0.34283640586442155,0.4323994774277834,0.5310785309914356,0.6294672666569894,0.23223776987486935,1,1.0,1.0
0,0,12,0.3415590071127885,0.43033822035128466,0.5287269560168384,0.6293221077079402,0.23536587492488686,1,1.0,1.0
0,0,13,0.3361590942081579,0.42493830744665406,0.5222818986790536,0.6229060821599651,0.23454845152799486,1,1.0,1.0
0,0,14,0.3412106256350704,0.4243286398606474,0.5227754391058209,0.6235738133255915,0.2326612996146556,1,1.0,1.0
0,0,15,0.33485266366671507,0.42247060531281755,0.5190013064305414,0.6179416461024823,0.2263307598191627,1,1.0,1.0
0,0,16,0.3296850050805632,0.4191029176948759,0.5171432718827116,0.6150094353316882,0.22707390867837265,1,1.0,1.0
0,0,17,0.3378719698069386,0.42409638554216866,0.5205109595006532,0.6202351574974597,0.23685818964971225,1,1.0,1.0
0,0,18,0.31981419654521703,0.4051966903759617,0.5036144578313253,0.6042676731020468,0.21701809603444602,1,1.0,1.0
0,0,19,0.31859486137320364,0.40496443605748295,0.5037886485701843,0.6066482798664538,0.2203511583926809,1,1.0,1.0
0,1,0,0.469356945855712,0.560197416170707,0.6506024096385542,0.7364203803164465,0.288656096385769,1,1.0,3.0
0,1,1,0.4646537959065176,0.5538684859921614,0.6448541152562055,0.7294527507620845,0.28197145070483837,1,1.0,3.0
0,1,2,0.4652053999129046,0.55412977210045,0.6427928581797068,0.727710843373494,0.28681908056858063,1,1.0,3.0
0,1,3,0.45199593554942663,0.5413557845841196,0.6288285672811729,0.7145884743794455,0.2683575613435558,1,1.0,3.0
0,1,4,0.4560603861228045,0.5455653941065467,0.6333284947016984,0.7210044999274206,0.26865326298364645,1,1.0,3.0
0,1,5,0.4609377268108579,0.5512265931194659,0.6399477427783423,0.7264624764116708,0.27611043397256557,1,1.0,3.0
0,1,6,0.4425315720714182,0.5311365945710553,0.62200609667586,0.7094788793729133,0.25267659845175033,1,1.0,3.0
0,1,7,0.4518507766003774,0.5417912614312672,0.6301059660328059,0.7151110465960226,0.2717181817480992,1,1.0,3.0
0,1,8,0.4374510088546959,0.5240528378574539,0.6165771519814196,0.7042531572071418,0.2506981156815513,1,1.0,3.0
0,1,9,0.44845405719262593,0.536130062418348,0.6240383219625489,0.7110175642328349,0.26106811574502303,1,1.0,3.0
0,1,10,0.43936710698214543,0.524401219335172,0.6159965161852228,0.699637102627377,0.25679853286010823,1,1.0,3.0
0,1,11,0.4253447525039919,0.511017564232835,0.6031934968790826,0.691566265060241,0.2446661640415632,1,1.0,3.0
0,1,12,0.4311220786761504,0.5174916533604297,0.608796632312382,0.6985919581942227,0.2498696863754104,1,1.0,3.0
0,1,13,0.4283640586442154,0.5165626360865148,0.6057482943823487,0.6953403977355204,0.24670845051410964,1,1.0,3.0
0,1,14,0.4276092321091595,0.5145013790100159,0.6047321817390042,0.6935113949775004,0.24465319724585002,1,1.0,3.0
0,1,15,0.4217448105675715,0.5081143852518508,0.5999419364203803,0.686427638263899,0.2383646520575222,1,1.0,3.0
0,1,16,0.4239221948033096,0.5092175932646248,0.5983742197706489,0.685150239512266,0.24360497381551996,1,1.0,3.0
0,1,17,0.41114820728697926,0.4958920017419074,0.5853970097256496,0.6735375235883292,0.22802236754422484,1,1.0,3.0
0,1,18,0.4009870808535346,0.4839309043402526,0.5726810857889388,0.6622441573523008,0.22920447123341672,1,1.0,3.0
0,1,19,0.4101030628538249,0.49322107707940194,0.5812164319930324,0.6706343446073451,0.23263080181893128,1,1.0,3.0
0,2,0,0.45910872405283787,0.5501524168965016,0.6440992887211496,0.7346494411380462,0.28951784669445096,1,1.0,8.0
0,2,1,0.46494411380461603,0.5567716649731456,0.6486572797212948,0.7362752213673973,0.2896988229224812,1,1.0,8.0
0,2,2,0.4805922485121208,0.5695166206996661,0.6610538539700973,0.7440267092466251,0.2909823295231655,1,1.0,8.0
0,2,3,0.4798664537668747,0.5683553491072725,0.6587603425751197,0.7430396283930905,0.29835614425432505,1,1.0,8.0
0,2,4,0.47934388155029756,0.5683553491072725,0.6560603861228045,0.7423138336478444,0.29015174368491403,1,1.0,8.0
0,2,5,0.48416315865873133,0.5739875163303818,0.6641021919001306,0.7480911598200028,0.299324174711609,1,1.0,8.0
0,2,6,0.49174045579910003,0.5808390187255045,0.6672085934097837,0.7491653360429671,0.3077145880473406,1,1.0,8.0
0,2,7,0.47696327478589057,0.5637102627376978,0.6503411235302656,0.7345913775584265,0.2871211810457777,1,1.0,8.0
0,2,8,0.48056321672231095,0.5710553055595877,0.660357091014661,0.7417622296414574,0.2986166257402786,1,1.0,8.0
0,2,9,0.48001161271592396,0.5699230657570039,0.656524894759762,0.7377558426476992,0.29544693385565773,1,1.0,8.0
0,2,10,0.48329220496443603,0.5710843373493976,0.6586732472056902,0.7407751487879227,0.29255865506225853,1,1.0,8.0
0,2,11,0.47397300043547685,0.5631005951516911,0.6518217448105675,0.735055886195384,0.28439038306047587,1,1.0,8.0
0,2,12,0.4784729278560023,0.5653941065466686,0.6506604732181739,0.7324139933226883,0.28583396176315085,1,1.0,8.0
0,2,13,0.4749891130788213,0.5613296559732908,0.6471476266511831,0.7304978951952388,0.28148270129945935,1,1.0,8.0
0,2,14,0.46668602119320657,0.5538975177819713,0.643112207867615,0.7280011612715924,0.2771969849822511,1,1.0,8.0
0,2,15,0.46799245173464943,0.5536652634634925,0.6396864566700537,0.7244883147046015,0.2772546124897212,1,1.0,8.0
0,2,16,0.46291188851792714,0.5499491943678327,0.637247786326027,0.7226593119465815,0.27419297592393915,1,1.0,8.0
0,2,17,0.45637973581071273,0.5392364639280012,0.627899550007258,0.7149078240673538,0.26827369313517624,1,1.0,8.0
0,2,18,0.46041515459428073,0.5449847583103499,0.6313833647844389,0.7184787342139642,0.2743924022667747,1,1.0,8.0
0,2,19,0.4630280156771665,0.5480330962403832,0.6331833357526492,0.715952968500508,0.2759296371892221,1,1.0,8.0
0,3,0,0.46799245173464943,0.5601103208012774,0.6502249963710263,0.73578168094063,0.27814500715632,1,3.0,1.0
0,3,1,0.45513136884888955,0.5448395993613007,0.6340833212367543,0.7208303091885615,0.27288910401970035,1,3.0,1.0
0,3,2,0.4601248366961823,0.5523298011322398,0.6409348236318769,0.7279430976919727,0.27463797033902204,1,3.0,1.0
0,3,3,0.46561184497024244,0.556684569603716,0.6454057192625925,0.7289592103353172,0.27330477066985404,1,3.0,1.0
0,3,4,0.440731601103208,0.5257947452460444,0.6145739584845406,0.7025983451879808,0.25580281319142817,1,3.0,1.0
0,3,5,0.4537378429380171,0.5428364058644215,0.6329510814341704,0.7183626070547249,0.2652181997840317,1,3.0,1.0
0,3,6,0.45115401364494123,0.5393525910872405,0.6278414864276383,0.7141529975322979,0.2736598451332986,1,3.0,1.0
0,3,7,0.45074756858760345,0.5397009725649586,0.6295543620264189,0.7142400929017274,0.26177313105851624,1,3.0,1.0
0,3,8,0.44883147046015387,0.533749455653941,0.6214544926694731,0.7056466831180143,0.25503274724981595,1,3.0,1.0
0,3,9,0.43846712149804035,0.5251560458702279,0.614864276382639,0.7017564232834954,0.2570496414313384,1,3.0,1.0
0,3,10,0.4291188851792713,0.5149078240673538,0.6042967048918566,0.6930759181303527,0.24764285557215035,1,3.0,1.0
0,3,11,0.43132530120481927,0.5167368268253738,0.6072289156626506,0.6935404267673102,0.24345439841445676,1,3.0,1.0
0,3,12,0.4337059079692263,0.5218754536217157,0.6118159384526056,0.6954274931049499,0.252488088386447,1,3.0,1.0
0,3,13,0.42011903033822035,0.5053853970097256,0.596516185222819,0.6843954129772101,0.23484575684439093,1,3.0,1.0
0,3,14,0.42458992596893597,0.5111046596022645,0.6004354768471476,0.6881405138626796,0.23960456430927382,1,3.0,1.0
0,3,15,0.41434170416606186,0.4983016402961243,0.5863260269995645,0.6762955436202642,0.22872247019601435,1,3.0,1.0
0,3,16,0.41727391493685584,0.4986790535636522,0.5879808390187256,0.6760342575119757,0.2279258461476821,1,3.0,1.0
0,3,17,0.41155465234431704,0.4959790971113369,0.5817099724197997,0.6746407316011032,0.22620946479937973,1,3.0,1.0
0,3,18,0.40615473943968644,0.4896501669327914,0.577790680795471,0.6662795761358687,0.22704912789452775,1,3.0,1.0
0,3,19,0.39660328059224853,0.4786761503846712,0.5678618086805052,0.658528088256641,0.22204021216123826,1,3.0,1.0
0,4,0,0.45661199012919146,0.5489621135142981,0.6420380316446509,0.7310204674118159,0.2873724148268823,1,3.0,3.0
0,4,1,0.4705472492379155,0.560923210915953,0.6537088111482073,0.7403396719407751,0.2998978656376898,1,3.0,3.0
0,4,2,0.46915372332704314,0.5591813035273625,0.652286253447525,0.7410654666860212,0.28889953095381055,1,3.0,3.0
0,4,3,0.4799535491363043,0.5725068950500798,0.6632602699956452,0.7501814486863115,0.30629861672529857,1,3.0,3.0
0,4,4,0.47368268253737844,0.5651037886485701,0.6537088111482073,0.7419944839599362,0.28616925771420604,1,3.0,3.0
0,4,5,0.48558571635941356,0.5780229351139498,0.6696762955436203,0.7520104514443315,0.298852589048235,1,3.0,3.0
0,4,6,0.479082595442009,0.5705907969226303,0.6613151400783859,0.748062128030193,0.2943419563553729,1,3.0,3.0
0,4,7,0.48323414138481635,0.5738713891711424,0.6646537959065176,0.7476266511830454,0.29837495823413,1,3.0,3.0
0,4,8,0.48459863550587895,0.576513282043838,0.6666279576135868,0.7527652779793874,0.3027085635032644,1,3.0,3.0
0,4,9,0.47638263898969374,0.5664973145594426,0.6564377993903324,0.7412977210045,0.28741911828316435,1,3.0,3.0
0,4,10,0.4776890695311366,0.5662650602409639,0.6541152562055451,0.7372332704311221,0.29409471982535973,1,3.0,3.0
0,4,11,0.4809406299898389,0.5710262737697779,0.6593119465815067,0.7417622296414574,0.2892487953808042,1,3.0,3.0
0,4,12,0.4715343300914501,0.5589200174190739,0.6482798664537669,0.7329075337494556,0.2840112920229016,1,3.0,3.0
0,4,13,0.46569894033967196,0.5551168529539846,0.6457831325301204,0.731920452895921,0.2820730419828308,1,3.0,3.0
0,4,14,0.4635215561039338,0.5505298301640296,0.6394251705617652,0.724023806067644,0.26904800761121783,1,3.0,3.0
0,4,15,0.4609667586006677,0.548439541297721,0.6387574393961388,0.7237044563797358,0.26988225217326034,1,3.0,3.0
0,4,16,0.4625925388300189,0.5496298446799245,0.6353316881985774,0.7230657570039193,0.2700501565494186,1,3.0,3.0
0,4,17,0.45986355058789374,0.5485556684569604,0.6362897372623022,0.7246625054434606,0.2707568606354312,1,3.0,3.0
0,4,18,0.45916678763245755,0.5446944404122515,0.6356510378864857,0.7201335462331253,0.2638981302088294,1,3.0,3.0
0,4,19,0.4478734213964291,0.5309333720423864,0.6195093627522137,0.7074176222964146,0.259222986928036,1,3.0,3.0
